lyrics
"I hear the ticking of the clock$I'm lying here the room's pitch dark$I wonder where you are tonight$No answer on the telephone$And the night goes by so very slow$Oh I hope that it won't end though$Alone$Till now I always got by on my own$I never really cared until I met you$And now it chills me to the bone$How do I get you alone$How do I get you alone$You don't know how long I have wanted$To touch your lips and hold you tight, oh$You don't know how long I have waited$and I was going to tell you tonight$But the secret is still my own$and my love for you is still unknown$Alone$Till now I always got by on my own$I never really cared until I met you$And now it chills me to the bone$How do I get you alone$How do I get you alone$How do I get you alone$How do I get you alone$Alone, alone"
"All of these lines across my face$Tell you the story of who I am$So many stories of where I've been$And how I got to where I am$But these stories don't mean anything$When you've got no one to tell them to$It's true... I was made for you$I climbed across the mountain tops$Swam all across the ocean blue$I crossed all the lines and I broke all the rules$But baby I broke them all for you$Because even when I was flat broke$You made me feel like a million bucks$You do and I was made for you$You see the smile that's on my mouth$It's hiding the words that don't come out$And all of my friends who think that I'm blessed$They don't know my head is a mess$No, they don't know who I really am$And they don't know what I've been through like you do$And I was made for you...$All of these lines across my face$Tell you the story of who I am$So many stories of where I've been$And how I got to where I am$But these stories don't mean anything$When you've got no one to tell them to$It's true... I was made for you$Oh yeah, well it's true... that$I was made for you..."
"And we danced$And we cried$And we laughed$And had a really, really, really good time$Take my hand, let's have a blast$And remember this moment for the rest of our lives$(Our lives!)$Our lives$(Our lives!)$Our lives$Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh$Tonight$(Tonight!)$Tonight$(Tonight!)$Tonight$'Cause tonight's the night, am I right?$Dance!$Feels like night for a party$My nature so naughty$There's a knock on the door, it's the neighbors$Quick cock blocking$We're having a ho-down, you hoe's down?$Don't let me pull my hose out$'Cause it's big, long, pink, strong$And known to dance like all night long$Grab my hand, play this song$DJ save my life, come on$Leave your fear, back off the wall$Free of beat and pussy pop$If you don't have a pussy$Pop a cock into a booty$To a booty, yeah$And we danced$And we cried$And we laughed$And had a really, really, really good time$Take my hand, let's have a blast$And remember this moment for the rest of our lives$I am not, I am not going to stand on the wall$I will dance, I will dance, I will break that ass off$And I see you in the corner, corner looking so small$Doing the robot like if I die tonight at least I went hard$I will not, I will not give a damn who watches me$I will live, I will live, liberate the fox in me$I will be the discoball, freak and give my all$To whatever girl's booty I'm freaking on$I'm not skeeting nah, it's just freaking hot$Alright I skeeted$I will not be a mannequin, no$The ego banish it$The roof's on fire$Let's burn down the Vatican$I will moonwalk to Pluto in honor of Michael Jackson$In heaven he'll be saying that man is tight at dancing$RIP to the king, Michael Jackson, we learned it all from you$Dedicate this to the dance floor$Party up the sorrow 'til tomorrow morning happens$We pledge allegiance to the DJ, put your hands up$And we danced$And we cried$And we laughed$And had a really, really, really good time$Take my hand, let's have a blast$And remember this moment for the rest of our lives$You see me looking at you from that bar right over there$But your friends are huddled up and they are hating on a player$I just want to dance with you, get on the back of you$Tip tap the boots, extract the truth$Da-dance with you, get on the back of you$Da-dance, dance, dance$Awesome!$Oh-ee, oh-ee, oh$Oh-ee, oh-ee, oh$Hey-oh, hey-oh$Hey-oh, hey-oh$Uh-ah-ba-bo$Uh-ah-ba-bo$Zib-oh-da-we-bab-ba-dap-bop-bop$Zib-oh-da-we-bab-ba-dap-bop-bop$Ladies!$I just wanna dance with you, I just wanna dance with you$Come here...$Alright, I see you go$I just wanna dance with you, I just wanna dance with you$And we danced$And we cried$And we laughed$And had a really, really, really good time$Take my hand, let's have a blast$And remember this moment for the rest of our lives"
"I met you in the dark$You lit me up$You made me feel as though$I was enough$We danced the night away$We drank too much$I held your hair back when$You were throwing up$Then you smiled over your shoulder$For a minute, I was stone cold sober$I pulled you closer to my chest$And you asked me to stay over$I said, I already told ya$I think that you should get some rest$I knew I loved you then$But you'd never know$Cause I played it cool$When I was scared of letting go$I know I needed you$But I never showed$But I wanna stay with you$Until we're grey and old$Just say you won't let go$Just say you won't let go$I wake you up with some breakfast in bed$I'll bring you coffee$With a kiss on your head$And I'll take the kids to school$Wave them goodbye$And I'll thank my lucky stars for that night$When you looked over your shoulder$For a minute, I forget that I'm older$I wanna dance with you right now, oh$And you look as beautiful as ever$And I swear that everyday you'll get better$You make me feel this way somehow$I'm so in love with you$And I hope you know$Darling your love is more$than its worth in gold$We've come so far my dear$Look how we've grown$And I wanna stay with you$Until we're grey and old$Just say you won't let go$Just say you won't let go$I wanna live with you$Even when we're ghosts$Cause you were always there for me$When I needed you most$I'm gonna love you till$My lungs give out$I promise till death we part$Like in our vows$So I wrote this song for you$Now everybody knows$Cause it's just you and me$Until we're grey and old$Just say you won't let go$Just say you won't let go$Just say you won't let go$Oh, just say you won't let go"
"I remember when you used to be my every other thought$But now my calendar's so full, it's easier to move on$Sometimes I swear I pass your SUV on Sunset Boulevard$I don't fuck with change, but lately I've been flipping coins a lot$I struggle$I juggle$I could just throw a line to you$But I should let sleeping dogs lie$'Cause I know better, baby$I write it$Erase it$Repeat it$But what good will it do$To reopen the wound$So I take a deep breath$And I save as draft$You don't have to subtweet me$My number's always been the same$But all's been said and done$No, Will we ever really close this case?$Yeah, I will always be here for you, but I could no longer stay$Still my body goes in shock every time I hear your name$I struggle$I juggle$I could just throw a line to you$But I should let sleeping dogs lie$'Cause I know better, baby$I write it$Erase it$Repeat it$But what good will it do$To reopen the wound$So I take a deep breath$And I save as draft$I've heard you've done some changing$I've been rearranging$Wish that I could know, but I just don't know$Never get that time back$Fear we'd fall in old traps$Why can't we just let go$Staring at a fork in the fucking road$I struggle$I juggle$I could just throw a line to you$But I should let sleeping dogs lie$'Cause I know better, baby$I write it$Erase it$Repeat it$But what good will it do$To reopen the wound$So I take a deep breath$And I save as draft"
You were a child$Crawling on your knees toward it$Making momma so proud$But your voice is too loud$We like to watch you laughing$You pick the insects off plants$No time to think of consequences$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$The water is warm$But it's sending me shivers$A baby is born$Crying out for attention$The memories fade$Like looking through a fogged mirror$Decision to decisions are made$And not bought$But I thought this wouldn't hurt a lot$I guess not$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$Control yourself$Take only what you need from it$A family of trees wanting$To be haunted$Control yourself$Take only what you need from it$A family of trees
"I used to leave the doors unlocked and leave the lights on$I used to stay awake, just counting hours on my thumb$I had so many empty rooms inside the chateau, yeah, oh-yeah$I'm done with sharing space with people that I don't know$Trading pieces of my heart, it left a shadow$I had so many empty rooms inside the chateau, oh$But ever since I met you$No vacancy because of you$There's no vacancy, no empty rooms$Got no vacancy ever since I met you$No vacancy 'cause of you$Used to be that I felt so damn empty$Ever since I met you, no vacancy$Used to be that I felt so damn empty$Ever since I met you, no vacancy$No vacancy, no vacancy$Used to be that I felt so damn empty$Ever since I met you, no vacancy$Used to be that I felt so damn empty$Ever since I met you, no vacancy$No vacancy, no vacancy$I used to be the type to never take the chance, oh$Had so many walls, you'd think I was a castle$I spent so many empty nights with faces I don't know$But ever since I met you$No vacancy because of you$There's no vacancy, no empty rooms$Got no vacancy ever since I met you$No vacancy 'cause of you$Used to be that I felt so damn empty$Ever since I met you, no vacancy$Used to be that I felt so damn empty$Ever since I met you, no vacancy$No vacancy, no vacancy$Come on, come on, listen, oh-yeah$Come on, come on, listen, oh-yeah$When I fell, I fell, I fell, I fell for you$So no vacancy, no vacancy$Used to be that I felt so damn empty$Ever since I met you, no vacancy$Used to be that I felt so damn empty$Ever since I met you, no vacancy$No vacancy, no vacancy$Come on, come on, listen$No vacancy, oh-yeah$Oh-yeah, no vacancy"
Remembering me$Discover and see -$All over the world$She's known as a girl.$To those who are free$The mind shall be key.$Forgotten as the past$'Cause history will last...$God is a girl$Wherever you are$Do you believe it?$Can you receive it?$God is a girl$Whatever you say$Do you believe it?$Can you receive it?$God is a girl$However you live$Do you believe it?$Can you receive it?$God is a girl$She's only a girl$Do you believe it?$Can you receive it?$She wants to shine$Forever in time$She is so driven$She's always mine.$Clearly and free$She wanted to be$A part of the future$A girl like me...$There's a sky$Illuminating us$Some-one is out there$That we truly trust.$There is a rainbow$For you and me$A beautifull sunrise$Eternally...$God is a girl$Wherever you are$Do you believe it?$Can you receive it?$God is a girl$Whatever you say$Do you believe it?$Can you receive it?$God is a girl$However you live$Do you believe it?$Can you receive it?$God is a girl$She's only a girl$Do you believe it?$Can you receive it?$She wants to shine$Forever in time$She is so driven$She's always mine.$Clearly and free$She wanted to be$A part of the future$A girl like me...$There's a sky$Illuminating us$Some-one is out there$That we truly trust.$There is a rainbow$For you and me$A beautifull sunrise$Eternally...$God is a girl$Wherever you are$Do you believe it?$Can you receive it?$God is a girl$Whatever you say$Do you believe it?$Can you receive it?$God is a girl$However you live$Do you believe it?$Can you receive it?$God is a girl$She's only a girl$Do you believe it?$Can you receive it?
"Like a bullet in my chest,$You're written, bound and etched$Forever in my mind$We are fading in our hands$Lost somewhere in a wasteland$Not knowing up from down$But when the walls are caving$And the world keeps turning$We got the love, we got to love$Now I will never let you go$All the words won't make me fold$It is never easy$I'll follow you, Apollo$Now I will never let you go$Give it time and we will grow$Ain't no fun in easy$I'll follow you, Apollo$I'll follow you, Apollo$I wear my heart on my sleeve$You do the same for me$When autumn comes around$But when the walls are caving$And the world keeps turning$We got the love, we got to love$Now I will never let you go$All the words won't make me fold$It is never easy$I'll follow you, Apollo$Now I will never let you go$Give it time and we will grow$Ain't no fun in easy$I'll follow you, Apollo$I'll follow you-u$So don't pull the rug from underneath us$We're in trouble babe, but we got the love$Don't pull the rug from underneath us$Crashing down fast, as fragile as glass$But what are we now if we never tried?$What are we now?$I will never let you go$Give it time and we will grow$It is not supposed to be easy$Now I will never let you go$Give it time and we will grow$Ain't no fun in easy$I'll follow you, Apollo$I'll follow you, Apollo$You, Apollo$It is never easy$I'll follow you, Apollo$I'll follow you, Apollo$You, Apollo$It is never easy$I'll follow you, Apollo$I'll follow you, Apollo"
"I'mma, I'mma be there$I'mma, I'mma be there$In the dead of the night$When your body's sleepless$It's raining feelings now$Just wanna get it right$Searching for meaning$In this cold angel town$I'll be the warmth in your empty hotel$I'll make it right when you're going through hell$I'll be the call when there's no one to tell$Make you light up, light up$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$When life hits you hard like a trainwreck$Don't you believe it'll break ya?$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$If you lose your mind$I'll be your anchor$Holding your body down$I'll stay awhile$From now until late$To kiss in this angel town$I'll be the soles of your shoes on the ground$Running with you till you're safe and you're sound$We'll make it out of this angel town$Make you light up, light up$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$When life hits you hard like a trainwreck$Don't you believe it'll break ya?$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$Whoah whoah, whoah whoah ah$I'mma be there$I'mma be there$Whoah whoah, whoah whoah ah$I'mma be there$I'mma be there$When life hits you hard like a trainwreck$Don't you believe it'll break ya?$Whoah whoah, whoah whoah ah$I'mma, I'mma be there$I'mma, I'mma be there$Be there$I'mma, I'mma be there$Be there$I'mma be there$I'mma be there"
